"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (11/02/2023 16:35)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     2.5160E+00
    0.745     3.4175E-01
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.7782E+03     1.8141E+03
    0.000     2.0383E+03     1.7660E+03
    0.750     4.2509E+02     2.7054E+02
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005    0.745
 401.0   3.9441E+00  -2.5970E+00
 403.0   4.1301E+00  -2.7322E+00
 405.0   4.3139E+00  -2.8661E+00
 407.0   4.3767E+00  -2.9096E+00
 409.0   4.4397E+00  -2.9532E+00
 411.0   4.5222E+00  -3.0116E+00
 413.0   4.6244E+00  -3.0855E+00
 415.0   4.7260E+00  -3.1592E+00
 417.0   4.7698E+00  -3.1733E+00
 419.0   4.8137E+00  -3.1854E+00
 421.0   4.8474E+00  -3.1967E+00
 423.0   4.8714E+00  -3.2074E+00
 425.0   4.8955E+00  -3.2171E+00
 427.0   4.9574E+00  -3.2714E+00
 429.0   5.0193E+00  -3.3250E+00
 431.0   5.0711E+00  -3.3823E+00
 433.0   5.1135E+00  -3.4433E+00
 435.0   5.1557E+00  -3.5052E+00
 437.0   5.1413E+00  -3.5250E+00
 439.0   5.1269E+00  -3.5445E+00
 441.0   5.0844E+00  -3.5325E+00
 443.0   5.0137E+00  -3.4909E+00
 445.0   4.9429E+00  -3.4478E+00
 447.0   4.8728E+00  -3.4047E+00
 449.0   4.8027E+00  -3.3627E+00
 451.0   4.7424E+00  -3.3259E+00
 453.0   4.6919E+00  -3.2955E+00
 455.0   4.6415E+00  -3.2652E+00
 457.0   4.6113E+00  -3.2489E+00
 459.0   4.5811E+00  -3.2334E+00
 461.0   4.5510E+00  -3.2193E+00
 463.0   4.5212E+00  -3.2071E+00
 465.0   4.4916E+00  -3.1949E+00
 467.0   4.4224E+00  -3.1559E+00
 469.0   4.3528E+00  -3.1171E+00
 471.0   4.2722E+00  -3.0758E+00
 473.0   4.1801E+00  -3.0322E+00
 475.0   4.0868E+00  -2.9870E+00
 477.0   3.9916E+00  -2.9455E+00
 479.0   3.8950E+00  -2.9023E+00
 481.0   3.8185E+00  -2.8718E+00
 483.0   3.7626E+00  -2.8548E+00
 485.0   3.7063E+00  -2.8370E+00
 487.0   3.6489E+00  -2.8194E+00
 489.0   3.5906E+00  -2.8010E+00
 491.0   3.5086E+00  -2.7683E+00
 493.0   3.4015E+00  -2.7209E+00
 495.0   3.2920E+00  -2.6724E+00
 497.0   3.1551E+00  -2.6102E+00
 499.0   3.0145E+00  -2.5463E+00
 501.0   2.9070E+00  -2.5069E+00
 503.0   2.8342E+00  -2.4917E+00
 505.0   2.7600E+00  -2.4754E+00
 507.0   2.6629E+00  -2.4399E+00
 509.0   2.5640E+00  -2.4035E+00
 511.0   2.4661E+00  -2.3644E+00
 513.0   2.3701E+00  -2.3229E+00
 515.0   2.2722E+00  -2.2812E+00
 517.0   2.0923E+00  -2.1862E+00
 519.0   1.9104E+00  -2.0909E+00
 521.0   1.7807E+00  -2.0287E+00
 523.0   1.7038E+00  -1.9995E+00
 525.0   1.6268E+00  -1.9701E+00
 527.0   1.5250E+00  -1.9240E+00
 529.0   1.4233E+00  -1.8778E+00
 531.0   1.3207E+00  -1.8322E+00
 533.0   1.2180E+00  -1.7871E+00
 535.0   1.1156E+00  -1.7419E+00
 537.0   1.0138E+00  -1.6972E+00
 539.0   9.1410E-01  -1.6523E+00
 541.0   8.1526E-01  -1.6081E+00
 543.0   7.1737E-01  -1.5645E+00
 545.0   6.2275E-01  -1.5207E+00
 547.0   5.2490E-01  -1.4796E+00
 549.0   4.3121E-01  -1.4380E+00
 551.0   3.3852E-01  -1.3963E+00
 553.0   2.4762E-01  -1.3544E+00
 555.0   1.6279E-01  -1.3120E+00
 557.0   7.8257E-02  -1.2702E+00
 559.0   7.6093E-04  -1.2278E+00
 561.0  -6.5544E-02  -1.1934E+00
 563.0  -1.2239E-01  -1.1671E+00
 565.0  -1.7447E-01  -1.1402E+00
 567.0  -2.0358E-01  -1.1467E+00
 569.0  -2.3183E-01  -1.1528E+00
 571.0  -2.5731E-01  -1.1495E+00
 573.0  -2.7997E-01  -1.1370E+00
 575.0  -3.0148E-01  -1.1245E+00
 577.0  -2.8799E-01  -1.1784E+00
 579.0  -2.7117E-01  -1.2323E+00
 581.0  -2.6912E-01  -1.2457E+00
 583.0  -2.8362E-01  -1.2187E+00
 585.0  -2.9685E-01  -1.1917E+00
 587.0  -2.9013E-01  -1.2173E+00
 589.0  -2.8256E-01  -1.2430E+00
 591.0  -2.9775E-01  -1.2294E+00
 593.0  -3.3186E-01  -1.1767E+00
 595.0  -3.6042E-01  -1.1238E+00
 597.0  -3.7759E-01  -1.1322E+00
 599.0  -3.9448E-01  -1.1405E+00
 601.0  -3.9959E-01  -1.1858E+00
 603.0  -3.8798E-01  -1.2684E+00
 605.0  -3.6932E-01  -1.3507E+00
 607.0  -3.8703E-01  -1.3191E+00
 609.0  -4.0302E-01  -1.2876E+00
 611.0  -4.0333E-01  -1.2792E+00
 613.0  -3.8854E-01  -1.2941E+00
 615.0  -3.7287E-01  -1.3089E+00
 617.0  -3.5689E-01  -1.3257E+00
 619.0  -3.4000E-01  -1.3425E+00
 621.0  -3.2051E-01  -1.3682E+00
 623.0  -2.9771E-01  -1.4029E+00
 625.0  -2.7288E-01  -1.4375E+00
 627.0  -2.4563E-01  -1.4722E+00
 629.0  -2.1627E-01  -1.5069E+00
 631.0  -1.8493E-01  -1.5420E+00
 633.0  -1.5164E-01  -1.5774E+00
 635.0  -1.1623E-01  -1.6129E+00
 637.0  -1.1013E-01  -1.6184E+00
 639.0  -1.0388E-01  -1.6240E+00
 641.0  -1.0703E-01  -1.6192E+00
 643.0  -1.1940E-01  -1.6042E+00
 645.0  -1.3133E-01  -1.5891E+00
 647.0  -8.1049E-02  -1.6439E+00
 649.0  -2.6572E-02  -1.6988E+00
 651.0   4.3446E-02  -1.7556E+00
 653.0   1.3053E-01  -1.8143E+00
 655.0   2.2416E-01  -1.8728E+00
 657.0   4.4810E-01  -1.9764E+00
 659.0   6.9445E-01  -2.0785E+00
 661.0   1.0024E+00  -2.1981E+00
 663.0   1.3724E+00  -2.3340E+00
 665.0   1.7523E+00  -2.4655E+00
 667.0   1.9921E+00  -2.5519E+00
 669.0   2.2284E+00  -2.6359E+00
 671.0   2.2759E+00  -2.6365E+00
 673.0   2.1372E+00  -2.5559E+00
 675.0   1.9985E+00  -2.4753E+00
 677.0   1.8430E+00  -2.4312E+00
 679.0   1.6857E+00  -2.3856E+00
 681.0   1.4306E+00  -2.3164E+00
 683.0   1.0828E+00  -2.2193E+00
 685.0   7.4914E-01  -2.1170E+00
 687.0   2.7544E-01  -1.9991E+00
 689.0  -1.1593E-01  -1.8706E+00
 691.0  -4.1696E-01  -1.7746E+00
 693.0  -6.4056E-01  -1.7109E+00
 695.0  -8.0341E-01  -1.6421E+00
 697.0  -9.0764E-01  -1.5948E+00
 699.0  -9.8413E-01  -1.5456E+00
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005    0.745
 401.0   3.6546E+00  -4.5648E+00
 403.0   3.8277E+00  -4.8191E+00
 405.0   4.0004E+00  -5.0701E+00
 407.0   4.0591E+00  -5.1477E+00
 409.0   4.1181E+00  -5.2249E+00
 411.0   4.1961E+00  -5.3308E+00
 413.0   4.2932E+00  -5.4655E+00
 415.0   4.3902E+00  -5.5994E+00
 417.0   4.4312E+00  -5.6105E+00
 419.0   4.4722E+00  -5.6180E+00
 421.0   4.5038E+00  -5.6274E+00
 423.0   4.5263E+00  -5.6403E+00
 425.0   4.5489E+00  -5.6518E+00
 427.0   4.6088E+00  -5.7541E+00
 429.0   4.6690E+00  -5.8554E+00
 431.0   4.7195E+00  -5.9715E+00
 433.0   4.7613E+00  -6.1011E+00
 435.0   4.8029E+00  -6.2306E+00
 437.0   4.7893E+00  -6.2856E+00
 439.0   4.7757E+00  -6.3385E+00
 441.0   4.7347E+00  -6.3274E+00
 443.0   4.6661E+00  -6.2547E+00
 445.0   4.5977E+00  -6.1801E+00
 447.0   4.5304E+00  -6.1061E+00
 449.0   4.4632E+00  -6.0327E+00
 451.0   4.4058E+00  -5.9687E+00
 453.0   4.3580E+00  -5.9152E+00
 455.0   4.3103E+00  -5.8617E+00
 457.0   4.2823E+00  -5.8350E+00
 459.0   4.2544E+00  -5.8089E+00
 461.0   4.2270E+00  -5.7870E+00
 463.0   4.2001E+00  -5.7701E+00
 465.0   4.1733E+00  -5.7530E+00
 467.0   4.1094E+00  -5.6876E+00
 469.0   4.0456E+00  -5.6221E+00
 471.0   3.9721E+00  -5.5558E+00
 473.0   3.8890E+00  -5.4878E+00
 475.0   3.8056E+00  -5.4163E+00
 477.0   3.7219E+00  -5.3545E+00
 479.0   3.6377E+00  -5.2886E+00
 481.0   3.5724E+00  -5.2452E+00
 483.0   3.5262E+00  -5.2259E+00
 485.0   3.4799E+00  -5.2045E+00
 487.0   3.4333E+00  -5.1836E+00
 489.0   3.3863E+00  -5.1607E+00
 491.0   3.3195E+00  -5.1117E+00
 493.0   3.2321E+00  -5.0354E+00
 495.0   3.1437E+00  -4.9561E+00
 497.0   3.0340E+00  -4.8523E+00
 499.0   2.9226E+00  -4.7441E+00
 501.0   2.8408E+00  -4.6829E+00
 503.0   2.7894E+00  -4.6686E+00
 505.0   2.7372E+00  -4.6511E+00
 507.0   2.6651E+00  -4.5937E+00
 509.0   2.5920E+00  -4.5340E+00
 511.0   2.5189E+00  -4.4671E+00
 513.0   2.4463E+00  -4.3937E+00
 515.0   2.3723E+00  -4.3193E+00
 517.0   2.2292E+00  -4.1397E+00
 519.0   2.0833E+00  -3.9590E+00
 521.0   1.9804E+00  -3.8427E+00
 523.0   1.9220E+00  -3.7913E+00
 525.0   1.8632E+00  -3.7394E+00
 527.0   1.7819E+00  -3.6540E+00
 529.0   1.6997E+00  -3.5680E+00
 531.0   1.6162E+00  -3.4838E+00
 533.0   1.5318E+00  -3.4010E+00
 535.0   1.4463E+00  -3.3176E+00
 537.0   1.3600E+00  -3.2355E+00
 539.0   1.2736E+00  -3.1526E+00
 541.0   1.1865E+00  -3.0715E+00
 543.0   1.0986E+00  -2.9920E+00
 545.0   1.0112E+00  -2.9115E+00
 547.0   9.2040E-01  -2.8383E+00
 549.0   8.3036E-01  -2.7636E+00
 551.0   7.3872E-01  -2.6891E+00
 553.0   6.4596E-01  -2.6146E+00
 555.0   5.5520E-01  -2.5382E+00
 557.0   4.6224E-01  -2.4642E+00
 559.0   3.7258E-01  -2.3881E+00
 561.0   2.9425E-01  -2.3281E+00
 563.0   2.2638E-01  -2.2841E+00
 565.0   1.6135E-01  -2.2384E+00
 567.0   1.3355E-01  -2.2587E+00
 569.0   1.0609E-01  -2.2778E+00
 571.0   7.7099E-02  -2.2763E+00
 573.0   4.6632E-02  -2.2548E+00
 575.0   1.6772E-02  -2.2330E+00
 577.0   5.6927E-02  -2.3426E+00
 579.0   1.0068E-01  -2.4517E+00
 581.0   1.0930E-01  -2.4789E+00
 583.0   8.0936E-02  -2.4244E+00
