"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (08/11/2023 22:20)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     3.5095E-01
    1.485     6.8297E-02
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.8343E+03     1.8141E+03
    0.000     2.1946E+03     1.7885E+03
    1.490     1.4470E+03     9.8312E+02
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.485
 401.0   1.7505E-01  -4.6125E-01
 403.0   1.7297E-01  -4.4845E-01
 405.0   1.7148E-01  -4.3589E-01
 407.0   1.6529E-01  -4.2253E-01
 409.0   1.5970E-01  -4.0949E-01
 411.0   1.5548E-01  -3.9707E-01
 413.0   1.5261E-01  -3.8526E-01
 415.0   1.5018E-01  -3.7370E-01
 417.0   1.5074E-01  -3.5889E-01
 419.0   1.5182E-01  -3.4416E-01
 421.0   1.5075E-01  -3.3086E-01
 423.0   1.4750E-01  -3.1911E-01
 425.0   1.4463E-01  -3.0760E-01
 427.0   1.3977E-01  -2.9922E-01
 429.0   1.3517E-01  -2.9110E-01
 431.0   1.2734E-01  -2.8541E-01
 433.0   1.1633E-01  -2.8202E-01
 435.0   1.0578E-01  -2.7874E-01
 437.0   9.2543E-02  -2.7606E-01
 439.0   7.9997E-02  -2.7335E-01
 441.0   6.9620E-02  -2.6877E-01
 443.0   6.1285E-02  -2.6246E-01
 445.0   5.3448E-02  -2.5628E-01
 447.0   4.6159E-02  -2.5054E-01
 449.0   3.9308E-02  -2.4494E-01
 451.0   3.3559E-02  -2.3908E-01
 453.0   2.8832E-02  -2.3299E-01
 455.0   2.4418E-02  -2.2706E-01
 457.0   2.1055E-02  -2.2136E-01
 459.0   1.8298E-02  -2.1565E-01
 461.0   1.5534E-02  -2.1039E-01
 463.0   1.2580E-02  -2.0562E-01
 465.0   9.8082E-03  -2.0100E-01
 467.0   5.3024E-03  -1.9678E-01
 469.0   8.1089E-04  -1.9276E-01
 471.0  -5.3007E-03  -1.8986E-01
 473.0  -1.2745E-02  -1.8789E-01
 475.0  -1.9617E-02  -1.8581E-01
 477.0  -2.7345E-02  -1.8469E-01
 479.0  -3.4382E-02  -1.8335E-01
 481.0  -4.0330E-02  -1.8188E-01
 483.0  -4.5365E-02  -1.8037E-01
 485.0  -4.9776E-02  -1.7870E-01
 487.0  -5.4352E-02  -1.7740E-01
 489.0  -5.8940E-02  -1.7619E-01
 491.0  -6.3700E-02  -1.7504E-01
 493.0  -6.8743E-02  -1.7395E-01
 495.0  -7.3406E-02  -1.7276E-01
 497.0  -7.8539E-02  -1.7189E-01
 499.0  -8.3112E-02  -1.7081E-01
 501.0  -8.7900E-02  -1.7084E-01
 503.0  -9.3002E-02  -1.7198E-01
 505.0  -9.7764E-02  -1.7298E-01
 507.0  -1.0154E-01  -1.7357E-01
 509.0  -1.0504E-01  -1.7407E-01
 511.0  -1.0778E-01  -1.7420E-01
 513.0  -1.0974E-01  -1.7397E-01
 515.0  -1.1166E-01  -1.7377E-01
 517.0  -1.1066E-01  -1.6945E-01
 519.0  -1.0975E-01  -1.6526E-01
 521.0  -1.0934E-01  -1.6206E-01
 523.0  -1.0938E-01  -1.5981E-01
 525.0  -1.0934E-01  -1.5759E-01
 527.0  -1.0892E-01  -1.5513E-01
 529.0  -1.0865E-01  -1.5280E-01
 531.0  -1.0847E-01  -1.5062E-01
 533.0  -1.0834E-01  -1.4857E-01
 535.0  -1.0826E-01  -1.4659E-01
 537.0  -1.0837E-01  -1.4489E-01
 539.0  -1.0836E-01  -1.4318E-01
 541.0  -1.0867E-01  -1.4188E-01
 543.0  -1.0939E-01  -1.4104E-01
 545.0  -1.0998E-01  -1.4017E-01
 547.0  -1.1168E-01  -1.4039E-01
 549.0  -1.1325E-01  -1.4056E-01
 551.0  -1.1459E-01  -1.4039E-01
 553.0  -1.1563E-01  -1.3984E-01
 555.0  -1.1650E-01  -1.3921E-01
 557.0  -1.1735E-01  -1.3846E-01
 559.0  -1.1801E-01  -1.3763E-01
 561.0  -1.1883E-01  -1.3707E-01
 563.0  -1.1978E-01  -1.3674E-01
 565.0  -1.2056E-01  -1.3634E-01
 567.0  -1.2296E-01  -1.3803E-01
 569.0  -1.2530E-01  -1.3969E-01
 571.0  -1.2743E-01  -1.4133E-01
 573.0  -1.2942E-01  -1.4302E-01
 575.0  -1.3139E-01  -1.4470E-01
 577.0  -1.3629E-01  -1.5005E-01
 579.0  -1.4121E-01  -1.5543E-01
 581.0  -1.4628E-01  -1.6107E-01
 583.0  -1.5147E-01  -1.6697E-01
 585.0  -1.5665E-01  -1.7288E-01
 587.0  -1.6504E-01  -1.8243E-01
 589.0  -1.7336E-01  -1.9198E-01
 591.0  -1.8213E-01  -2.0186E-01
 593.0  -1.9130E-01  -2.1203E-01
 595.0  -2.0044E-01  -2.2222E-01
 597.0  -2.1939E-01  -2.4362E-01
 599.0  -2.3817E-01  -2.6500E-01
 601.0  -2.5444E-01  -2.8361E-01
 603.0  -2.6826E-01  -2.9946E-01
 605.0  -2.8201E-01  -3.1532E-01
 607.0  -2.8273E-01  -3.1609E-01
 609.0  -2.8346E-01  -3.1688E-01
 611.0  -2.8382E-01  -3.1763E-01
 613.0  -2.8377E-01  -3.1833E-01
 615.0  -2.8370E-01  -3.1905E-01
 617.0  -2.8515E-01  -3.2157E-01
 619.0  -2.8660E-01  -3.2411E-01
 621.0  -2.8850E-01  -3.2706E-01
 623.0  -2.9088E-01  -3.3041E-01
 625.0  -2.9325E-01  -3.3378E-01
 627.0  -2.9570E-01  -3.3730E-01
 629.0  -2.9814E-01  -3.4082E-01
 631.0  -3.0081E-01  -3.4465E-01
 633.0  -3.0371E-01  -3.4879E-01
 635.0  -3.0660E-01  -3.5295E-01
 637.0  -3.1107E-01  -3.5904E-01
 639.0  -3.1551E-01  -3.6514E-01
 641.0  -3.1823E-01  -3.6901E-01
 643.0  -3.1928E-01  -3.7066E-01
 645.0  -3.2032E-01  -3.7232E-01
 647.0  -3.2544E-01  -3.7934E-01
 649.0  -3.3054E-01  -3.8638E-01
 651.0  -3.3724E-01  -3.9644E-01
 653.0  -3.4533E-01  -4.0950E-01
 655.0  -3.5297E-01  -4.2250E-01
 657.0  -3.5861E-01  -4.3894E-01
 659.0  -3.6252E-01  -4.5522E-01
 661.0  -3.6133E-01  -4.6768E-01
 663.0  -3.5458E-01  -4.7613E-01
 665.0  -3.4422E-01  -4.8385E-01
 667.0  -3.3652E-01  -4.8781E-01
 669.0  -3.2704E-01  -4.9137E-01
 671.0  -3.2143E-01  -4.9321E-01
 673.0  -3.2130E-01  -4.9369E-01
 675.0  -3.2116E-01  -4.9419E-01
 677.0  -3.3354E-01  -5.0128E-01
 679.0  -3.4531E-01  -5.0814E-01
 681.0  -3.6352E-01  -5.1622E-01
 683.0  -3.8574E-01  -5.2484E-01
 685.0  -4.0494E-01  -5.3257E-01
 687.0  -4.3761E-01  -5.4516E-01
 689.0  -4.6341E-01  -5.5602E-01
 691.0  -4.9021E-01  -5.7000E-01
 693.0  -5.1774E-01  -5.8701E-01
 695.0  -5.4177E-01  -6.0318E-01
 697.0  -5.6969E-01  -6.2803E-01
 699.0  -5.9639E-01  -6.5253E-01
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.485
 401.0   3.3465E-01  -8.7996E-01
 403.0   3.2837E-01  -8.5195E-01
 405.0   3.2278E-01  -8.2432E-01
 407.0   3.1219E-01  -7.9564E-01
 409.0   3.0230E-01  -7.6752E-01
 411.0   2.9404E-01  -7.4053E-01
 413.0   2.8737E-01  -7.1460E-01
 415.0   2.8128E-01  -6.8911E-01
 417.0   2.7731E-01  -6.5599E-01
 419.0   2.7397E-01  -6.2284E-01
 421.0   2.6889E-01  -5.9314E-01
 423.0   2.6204E-01  -5.6724E-01
 425.0   2.5565E-01  -5.4177E-01
 427.0   2.4809E-01  -5.2363E-01
 429.0   2.4086E-01  -5.0598E-01
 431.0   2.3089E-01  -4.9453E-01
 433.0   2.1807E-01  -4.8885E-01
 435.0   2.0562E-01  -4.8342E-01
 437.0   1.9020E-01  -4.8007E-01
 439.0   1.7546E-01  -4.7660E-01
 441.0   1.6237E-01  -4.6863E-01
 443.0   1.5098E-01  -4.5651E-01
 445.0   1.4011E-01  -4.4465E-01
 447.0   1.2990E-01  -4.3374E-01
 449.0   1.2024E-01  -4.2306E-01
 451.0   1.1161E-01  -4.1163E-01
 453.0   1.0416E-01  -3.9951E-01
 455.0   9.7072E-02  -3.8769E-01
 457.0   9.1316E-02  -3.7620E-01
 459.0   8.6228E-02  -3.6475E-01
 461.0   8.1217E-02  -3.5444E-01
 463.0   7.6108E-02  -3.4538E-01
 465.0   7.1224E-02  -3.3660E-01
 467.0   6.4284E-02  -3.2920E-01
 469.0   5.7376E-02  -3.2214E-01
 471.0   4.8681E-02  -3.1806E-01
 473.0   3.8394E-02  -3.1652E-01
 475.0   2.8705E-02  -3.1461E-01
 477.0   1.7991E-02  -3.1518E-01
 479.0   7.9880E-03  -3.1515E-01
 481.0  -7.0347E-04  -3.1448E-01
 483.0  -8.2485E-03  -3.1342E-01
 485.0  -1.5083E-02  -3.1196E-01
 487.0  -2.2104E-02  -3.1131E-01
 489.0  -2.9141E-02  -3.1071E-01
 491.0  -3.6552E-02  -3.1051E-01
 493.0  -4.4513E-02  -3.1070E-01
 495.0  -5.2027E-02  -3.1051E-01
 497.0  -6.0290E-02  -3.1135E-01
 499.0  -6.7856E-02  -3.1159E-01
 501.0  -7.5496E-02  -3.1410E-01
 503.0  -8.3285E-02  -3.1886E-01
 505.0  -9.0679E-02  -3.2317E-01
 507.0  -9.6726E-02  -3.2625E-01
 509.0  -1.0242E-01  -3.2905E-01
 511.0  -1.0707E-01  -3.3075E-01
 513.0  -1.1059E-01  -3.3140E-01
 515.0  -1.1406E-01  -3.3207E-01
 517.0  -1.1456E-01  -3.2393E-01
 519.0  -1.1512E-01  -3.1601E-01
 521.0  -1.1606E-01  -3.1014E-01
 523.0  -1.1735E-01  -3.0627E-01
 525.0  -1.1849E-01  -3.0242E-01
 527.0  -1.1913E-01  -2.9804E-01
 529.0  -1.1992E-01  -2.9389E-01
 531.0  -1.2079E-01  -2.9012E-01
 533.0  -1.2176E-01  -2.8672E-01
 535.0  -1.2277E-01  -2.8342E-01
 537.0  -1.2400E-01  -2.8075E-01
 539.0  -1.2506E-01  -2.7804E-01
 541.0  -1.2649E-01  -2.7628E-01
 543.0  -1.2844E-01  -2.7550E-01
 545.0  -1.3019E-01  -2.7462E-01
 547.0  -1.3346E-01  -2.7634E-01
 549.0  -1.3655E-01  -2.7789E-01
 551.0  -1.3944E-01  -2.7875E-01
 553.0  -1.4202E-01  -2.7883E-01
 555.0  -1.4433E-01  -2.7869E-01
 557.0  -1.4675E-01  -2.7845E-01
 559.0  -1.4885E-01  -2.7792E-01
 561.0  -1.5112E-01  -2.7792E-01
 563.0  -1.5352E-01  -2.7839E-01
 565.0  -1.5564E-01  -2.7861E-01
 567.0  -1.5964E-01  -2.8307E-01
 569.0  -1.6353E-01  -2.8739E-01
 571.0  -1.6697E-01  -2.9147E-01
 573.0  -1.7007E-01  -2.9543E-01
