"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (10/31/2023 16:09)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     2.0985E+00
   11.655     1.9965E+02
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.7668E+03     1.8439E+03
    0.000     2.0822E+03     1.7946E+03
   11.660     3.3209E-05     1.9193E-05
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005   11.655
 401.0   3.9505E+00   1.4121E+03
 403.0   4.0508E+00   1.3626E+03
 405.0   4.1521E+00   1.3459E+03
 407.0   4.1714E+00   1.5476E+03
 409.0   4.1916E+00   1.5406E+03
 411.0   4.2264E+00   1.5539E+03
 413.0   4.2761E+00   1.4418E+03
 415.0   4.3264E+00   1.4333E+03
 417.0   4.3361E+00   1.4181E+03
 419.0   4.3466E+00   1.4885E+03
 421.0   4.3507E+00   1.5142E+03
 423.0   4.3487E+00   1.4087E+03
 425.0   4.3473E+00   1.4439E+03
 427.0   4.3740E+00   1.4683E+03
 429.0   4.4014E+00   1.4140E+03
 431.0   4.4222E+00   1.5181E+03
 433.0   4.4371E+00   1.5423E+03
 435.0   4.4523E+00   1.4900E+03
 437.0   4.4273E+00   1.5898E+03
 439.0   4.4027E+00   1.4922E+03
 441.0   4.3582E+00   1.3010E+03
 443.0   4.2937E+00   1.4651E+03
 445.0   4.2297E+00   1.5319E+03
 447.0   4.1670E+00   1.4169E+03
 449.0   4.1048E+00   1.4181E+03
 451.0   4.0500E+00   1.3467E+03
 453.0   4.0026E+00   1.2405E+03
 455.0   3.9557E+00   1.0179E+03
 457.0   3.9233E+00   8.2651E+02
 459.0   3.8914E+00   6.1415E+02
 461.0   3.8601E+00   5.9801E+02
 463.0   3.8294E+00   5.0983E+02
 465.0   3.7992E+00   4.9576E+02
 467.0   3.7420E+00   4.5547E+02
 469.0   3.6853E+00   5.0756E+02
 471.0   3.6222E+00   4.8359E+02
 473.0   3.5526E+00   4.8721E+02
 475.0   3.4835E+00   5.4090E+02
 477.0   3.4148E+00   5.8470E+02
 479.0   3.3464E+00   5.7814E+02
 481.0   3.2921E+00   6.0870E+02
 483.0   3.2516E+00   6.0098E+02
 485.0   3.2115E+00   6.3713E+02
 487.0   3.1718E+00   6.0570E+02
 489.0   3.1325E+00   6.5144E+02
 491.0   3.0799E+00   6.1135E+02
 493.0   3.0139E+00   7.7728E+02
 495.0   2.9483E+00   7.0196E+02
 497.0   2.8695E+00   7.6577E+02
 499.0   2.7909E+00   8.0139E+02
 501.0   2.7338E+00   8.0692E+02
 503.0   2.6979E+00   8.4103E+02
 505.0   2.6623E+00   8.1326E+02
 507.0   2.6139E+00   8.7865E+02
 509.0   2.5658E+00   8.1787E+02
 511.0   2.5179E+00   8.7450E+02
 513.0   2.4703E+00   8.4566E+02
 515.0   2.4229E+00   9.0515E+02
 517.0   2.3319E+00   9.1917E+02
 519.0   2.2411E+00   8.4653E+02
 521.0   2.1779E+00   9.1172E+02
 523.0   2.1423E+00   9.9628E+02
 525.0   2.1069E+00   9.7719E+02
 527.0   2.0583E+00   9.9470E+02
 529.0   2.0099E+00   1.0134E+03
 531.0   1.9618E+00   1.0885E+03
 533.0   1.9138E+00   1.0358E+03
 535.0   1.8660E+00   1.0699E+03
 537.0   1.8186E+00   1.1010E+03
 539.0   1.7713E+00   1.0401E+03
 541.0   1.7245E+00   1.0824E+03
 543.0   1.6782E+00   1.0805E+03
 545.0   1.6320E+00   1.0786E+03
 547.0   1.5867E+00   9.5030E+02
 549.0   1.5416E+00   9.8580E+02
 551.0   1.4961E+00   9.8246E+02
 553.0   1.4502E+00   9.3897E+02
 555.0   1.4044E+00   9.1561E+02
 557.0   1.3584E+00   8.1981E+02
 559.0   1.3125E+00   8.3380E+02
 561.0   1.2736E+00   7.7720E+02
 563.0   1.2417E+00   6.9035E+02
 565.0   1.2100E+00   6.9087E+02
 567.0   1.2071E+00   7.1278E+02
 569.0   1.2044E+00   7.3880E+02
 571.0   1.1956E+00   6.9468E+02
 573.0   1.1806E+00   6.4978E+02
 575.0   1.1658E+00   6.1329E+02
 577.0   1.2081E+00   6.7666E+02
 579.0   1.2505E+00   7.2405E+02
 581.0   1.2606E+00   6.8265E+02
 583.0   1.2385E+00   6.5607E+02
 585.0   1.2165E+00   6.2485E+02
 587.0   1.2379E+00   6.5889E+02
 589.0   1.2593E+00   7.3255E+02
 591.0   1.2483E+00   6.8879E+02
 593.0   1.2047E+00   6.7788E+02
 595.0   1.1612E+00   6.0615E+02
 597.0   1.1692E+00   5.6611E+02
 599.0   1.1774E+00   6.1098E+02
 601.0   1.2153E+00   6.4837E+02
 603.0   1.2831E+00   7.5546E+02
 605.0   1.3510E+00   7.6689E+02
 607.0   1.3239E+00   7.5238E+02
 609.0   1.2970E+00   7.0138E+02
 611.0   1.2898E+00   7.0634E+02
 613.0   1.3026E+00   6.4908E+02
 615.0   1.3154E+00   7.0142E+02
 617.0   1.3303E+00   6.7639E+02
 619.0   1.3452E+00   7.1732E+02
 621.0   1.3671E+00   7.5273E+02
 623.0   1.3959E+00   7.9446E+02
 625.0   1.4248E+00   8.2740E+02
 627.0   1.4539E+00   8.2883E+02
 629.0   1.4831E+00   7.5462E+02
 631.0   1.5126E+00   8.0804E+02
 633.0   1.5426E+00   7.9186E+02
 635.0   1.5725E+00   9.1784E+02
 637.0   1.5784E+00   8.5139E+02
 639.0   1.5842E+00   8.4072E+02
 641.0   1.5811E+00   8.5960E+02
 643.0   1.5690E+00   8.4903E+02
 645.0   1.5568E+00   8.3312E+02
 647.0   1.6031E+00   9.6059E+02
 649.0   1.6494E+00   8.6301E+02
 651.0   1.6993E+00   8.4253E+02
 653.0   1.7528E+00   8.7843E+02
 655.0   1.8063E+00   8.3517E+02
 657.0   1.9045E+00   8.0283E+02
 659.0   2.0027E+00   8.0866E+02
 661.0   2.1170E+00   7.8624E+02
 663.0   2.2473E+00   7.6808E+02
 665.0   2.3776E+00   7.4664E+02
 667.0   2.4629E+00   8.1422E+02
 669.0   2.5481E+00   7.0023E+02
 671.0   2.5579E+00   6.2932E+02
 673.0   2.4922E+00   6.5251E+02
 675.0   2.4266E+00   6.7724E+02
 677.0   2.3783E+00   6.7787E+02
 679.0   2.3300E+00   6.4210E+02
 681.0   2.2553E+00   7.4608E+02
 683.0   2.1541E+00   6.3976E+02
 685.0   2.0530E+00   7.2911E+02
 687.0   1.9286E+00   6.3145E+02
 689.0   1.8042E+00   7.2963E+02
 691.0   1.7101E+00   8.4398E+02
 693.0   1.6464E+00   7.1735E+02
 695.0   1.5827E+00   6.9375E+02
 697.0   1.5425E+00   7.0500E+02
 699.0   1.5024E+00   6.5463E+02
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005   11.655
 401.0   3.6602E+00   1.4099E+03
 403.0   3.7613E+00   1.3603E+03
 405.0   3.8633E+00   1.3435E+03
 407.0   3.8821E+00   1.5452E+03
 409.0   3.9020E+00   1.5382E+03
 411.0   3.9366E+00   1.5515E+03
 413.0   3.9864E+00   1.4393E+03
 415.0   4.0367E+00   1.4308E+03
 417.0   4.0459E+00   1.4157E+03
 419.0   4.0558E+00   1.4861E+03
 421.0   4.0592E+00   1.5118E+03
 423.0   4.0565E+00   1.4063E+03
 425.0   4.0545E+00   1.4415E+03
 427.0   4.0811E+00   1.4659E+03
 429.0   4.1084E+00   1.4116E+03
 431.0   4.1292E+00   1.5157E+03
 433.0   4.1440E+00   1.5398E+03
 435.0   4.1591E+00   1.4875E+03
 437.0   4.1334E+00   1.5873E+03
 439.0   4.1081E+00   1.4896E+03
 441.0   4.0627E+00   1.2984E+03
 443.0   3.9972E+00   1.4626E+03
 445.0   3.9322E+00   1.5295E+03
 447.0   3.8686E+00   1.4145E+03
 449.0   3.8055E+00   1.4157E+03
 451.0   3.7499E+00   1.3443E+03
 453.0   3.7020E+00   1.2382E+03
 455.0   3.6549E+00   1.0156E+03
 457.0   3.6225E+00   8.2427E+02
 459.0   3.5904E+00   6.1224E+02
 461.0   3.5593E+00   5.9635E+02
 463.0   3.5287E+00   5.0854E+02
 465.0   3.4985E+00   4.9448E+02
 467.0   3.4411E+00   4.5476E+02
 469.0   3.3844E+00   5.0656E+02
 471.0   3.3212E+00   4.8282E+02
 473.0   3.2517E+00   4.8645E+02
 475.0   3.1825E+00   5.3959E+02
 477.0   3.1139E+00   5.8326E+02
 479.0   3.0457E+00   5.7668E+02
 481.0   2.9918E+00   6.0714E+02
 483.0   2.9519E+00   5.9955E+02
 485.0   2.9122E+00   6.3558E+02
 487.0   2.8730E+00   6.0418E+02
 489.0   2.8343E+00   6.4989E+02
 491.0   2.7822E+00   6.1002E+02
 493.0   2.7167E+00   7.7570E+02
 495.0   2.6514E+00   7.0034E+02
 497.0   2.5730E+00   7.6411E+02
 499.0   2.4949E+00   7.9966E+02
 501.0   2.4383E+00   8.0525E+02
 503.0   2.4032E+00   8.3932E+02
 505.0   2.3683E+00   8.1160E+02
 507.0   2.3206E+00   8.7695E+02
 509.0   2.2730E+00   8.1620E+02
 511.0   2.2258E+00   8.7287E+02
 513.0   2.1789E+00   8.4403E+02
 515.0   2.1323E+00   9.0354E+02
 517.0   2.0421E+00   9.1762E+02
 519.0   1.9524E+00   8.4506E+02
 521.0   1.8902E+00   9.1028E+02
 523.0   1.8555E+00   9.9485E+02
 525.0   1.8209E+00   9.7578E+02
 527.0   1.7734E+00   9.9331E+02
 529.0   1.7262E+00   1.0121E+03
 531.0   1.6792E+00   1.0872E+03
 533.0   1.6324E+00   1.0345E+03
 535.0   1.5859E+00   1.0686E+03
 537.0   1.5399E+00   1.0998E+03
 539.0   1.4941E+00   1.0389E+03
 541.0   1.4487E+00   1.0813E+03
 543.0   1.4040E+00   1.0793E+03
 545.0   1.3596E+00   1.0775E+03
 547.0   1.3160E+00   9.4921E+02
 549.0   1.2727E+00   9.8474E+02
 551.0   1.2292E+00   9.8143E+02
 553.0   1.1854E+00   9.3796E+02
 555.0   1.1418E+00   9.1464E+02
 557.0   1.0982E+00   8.1886E+02
 559.0   1.0548E+00   8.3288E+02
 561.0   1.0182E+00   7.7630E+02
 563.0   9.8842E-01   6.8947E+02
 565.0   9.5879E-01   6.9000E+02
 567.0   9.5672E-01   7.1190E+02
 569.0   9.5473E-01   7.3791E+02
 571.0   9.4693E-01   6.9380E+02
 573.0   9.3336E-01   6.4890E+02
 575.0   9.1987E-01   6.1242E+02
 577.0   9.6070E-01   6.7574E+02
 579.0   1.0018E+00   7.2309E+02
 581.0   1.0122E+00   6.8168E+02
 583.0   9.9169E-01   6.5512E+02
 585.0   9.7128E-01   6.2393E+02
 587.0   9.9243E-01   6.5794E+02
 589.0   1.0136E+00   7.3158E+02
 591.0   1.0037E+00   6.8782E+02
 593.0   9.6268E-01   6.7696E+02
 595.0   9.2189E-01   6.0527E+02
 597.0   9.3024E-01   5.6521E+02
 599.0   9.3871E-01   6.1007E+02
 601.0   9.7569E-01   6.4742E+02
 603.0   1.0418E+00   7.5443E+02
 605.0   1.1083E+00   7.6580E+02
 607.0   1.0829E+00   7.5130E+02
 609.0   1.0577E+00   7.0033E+02
 611.0   1.0517E+00   7.0530E+02
