"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (10/27/2023 21:14)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     1.5284E+00
    1.255     9.8358E-01
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.7986E+03     1.8444E+03
    0.000     2.2453E+03     1.8175E+03
    1.260     2.6730E+02     1.5409E+02
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.255
 401.0   3.3695E+00  -1.0779E+00
 403.0   3.4422E+00  -1.1126E+00
 405.0   3.5154E+00  -1.1472E+00
 407.0   3.5273E+00  -1.1385E+00
 409.0   3.5398E+00  -1.1317E+00
 411.0   3.5631E+00  -1.1314E+00
 413.0   3.5974E+00  -1.1384E+00
 415.0   3.6321E+00  -1.1449E+00
 417.0   3.6360E+00  -1.1025E+00
 419.0   3.6405E+00  -1.0583E+00
 421.0   3.6399E+00  -1.0239E+00
 423.0   3.6344E+00  -9.9818E-01
 425.0   3.6294E+00  -9.7096E-01
 427.0   3.6447E+00  -9.8246E-01
 429.0   3.6605E+00  -9.9405E-01
 431.0   3.6712E+00  -1.0257E+00
 433.0   3.6773E+00  -1.0736E+00
 435.0   3.6836E+00  -1.1204E+00
 437.0   3.6598E+00  -1.1562E+00
 439.0   3.6362E+00  -1.1896E+00
 441.0   3.5979E+00  -1.1967E+00
 443.0   3.5448E+00  -1.1779E+00
 445.0   3.4921E+00  -1.1594E+00
 447.0   3.4410E+00  -1.1420E+00
 449.0   3.3903E+00  -1.1256E+00
 451.0   3.3454E+00  -1.1089E+00
 453.0   3.3065E+00  -1.0931E+00
 455.0   3.2678E+00  -1.0774E+00
 457.0   3.2408E+00  -1.0677E+00
 459.0   3.2142E+00  -1.0590E+00
 461.0   3.1884E+00  -1.0540E+00
 463.0   3.1633E+00  -1.0523E+00
 465.0   3.1385E+00  -1.0514E+00
 467.0   3.0937E+00  -1.0430E+00
 469.0   3.0491E+00  -1.0335E+00
 471.0   2.9997E+00  -1.0306E+00
 473.0   2.9453E+00  -1.0337E+00
 475.0   2.8911E+00  -1.0341E+00
 477.0   2.8370E+00  -1.0409E+00
 479.0   2.7831E+00  -1.0455E+00
 481.0   2.7394E+00  -1.0534E+00
 483.0   2.7061E+00  -1.0638E+00
 485.0   2.6731E+00  -1.0736E+00
 487.0   2.6401E+00  -1.0828E+00
 489.0   2.6071E+00  -1.0912E+00
 491.0   2.5640E+00  -1.0942E+00
 493.0   2.5106E+00  -1.0912E+00
 495.0   2.4572E+00  -1.0855E+00
 497.0   2.3935E+00  -1.0766E+00
 499.0   2.3297E+00  -1.0642E+00
 501.0   2.2820E+00  -1.0650E+00
 503.0   2.2505E+00  -1.0787E+00
 505.0   2.2189E+00  -1.0900E+00
 507.0   2.1777E+00  -1.0863E+00
 509.0   2.1365E+00  -1.0810E+00
 511.0   2.0953E+00  -1.0706E+00
 513.0   2.0545E+00  -1.0555E+00
 515.0   2.0135E+00  -1.0400E+00
 517.0   1.9376E+00  -9.9134E-01
 519.0   1.8611E+00  -9.4238E-01
 521.0   1.8060E+00  -9.1205E-01
 523.0   1.7725E+00  -9.0054E-01
 525.0   1.7389E+00  -8.8867E-01
 527.0   1.6950E+00  -8.6688E-01
 529.0   1.6508E+00  -8.4475E-01
 531.0   1.6064E+00  -8.2391E-01
 533.0   1.5618E+00  -8.0419E-01
 535.0   1.5168E+00  -7.8403E-01
 537.0   1.4717E+00  -7.6490E-01
 539.0   1.4264E+00  -7.4532E-01
 541.0   1.3811E+00  -7.2694E-01
 543.0   1.3355E+00  -7.0959E-01
 545.0   1.2897E+00  -6.9163E-01
 547.0   1.2431E+00  -6.7854E-01
 549.0   1.1963E+00  -6.6446E-01
 551.0   1.1480E+00  -6.5072E-01
 553.0   1.0982E+00  -6.3709E-01
 555.0   1.0481E+00  -6.2231E-01
 557.0   9.9609E-01  -6.0930E-01
 559.0   9.4397E-01  -5.9494E-01
 561.0   8.9698E-01  -5.8490E-01
 563.0   8.5516E-01  -5.7915E-01
 565.0   8.1339E-01  -5.7226E-01
 567.0   7.9610E-01  -5.8332E-01
 569.0   7.7875E-01  -5.9362E-01
 571.0   7.5915E-01  -5.9665E-01
 573.0   7.3735E-01  -5.9280E-01
 575.0   7.1566E-01  -5.8879E-01
 577.0   7.4409E-01  -6.2058E-01
 579.0   7.7338E-01  -6.5234E-01
 581.0   7.7872E-01  -6.6112E-01
 583.0   7.5971E-01  -6.4697E-01
 585.0   7.4097E-01  -6.3285E-01
 587.0   7.5676E-01  -6.5079E-01
 589.0   7.7291E-01  -6.6873E-01
 591.0   7.6109E-01  -6.6641E-01
 593.0   7.2159E-01  -6.4376E-01
 595.0   6.8273E-01  -6.2104E-01
 597.0   6.8325E-01  -6.4017E-01
 599.0   6.8394E-01  -6.5900E-01
 601.0   7.0871E-01  -6.9644E-01
 603.0   7.5939E-01  -7.5248E-01
 605.0   8.1248E-01  -8.0823E-01
 607.0   7.8563E-01  -7.9036E-01
 609.0   7.5907E-01  -7.7250E-01
 611.0   7.5243E-01  -7.6609E-01
 613.0   7.6557E-01  -7.7105E-01
 615.0   7.7890E-01  -7.7589E-01
 617.0   7.9413E-01  -7.8310E-01
 619.0   8.0954E-01  -7.9023E-01
 621.0   8.2994E-01  -8.0321E-01
 623.0   8.5545E-01  -8.2212E-01
 625.0   8.8128E-01  -8.4099E-01
 627.0   9.0788E-01  -8.5999E-01
 629.0   9.3477E-01  -8.7896E-01
 631.0   9.6225E-01  -8.9836E-01
 633.0   9.9029E-01  -9.1818E-01
 635.0   1.0186E+00  -9.3799E-01
 637.0   1.0248E+00  -9.4283E-01
 639.0   1.0309E+00  -9.4767E-01
 641.0   1.0281E+00  -9.4572E-01
 643.0   1.0162E+00  -9.3704E-01
 645.0   1.0043E+00  -9.2832E-01
 647.0   1.0474E+00  -9.6109E-01
 649.0   1.0907E+00  -9.9383E-01
 651.0   1.1414E+00  -1.0275E+00
 653.0   1.1992E+00  -1.0619E+00
 655.0   1.2572E+00  -1.0960E+00
 657.0   1.3703E+00  -1.1465E+00
 659.0   1.4816E+00  -1.1942E+00
 661.0   1.6051E+00  -1.2457E+00
 663.0   1.7393E+00  -1.2989E+00
 665.0   1.8690E+00  -1.3440E+00
 667.0   1.9495E+00  -1.3730E+00
 669.0   2.0283E+00  -1.3976E+00
 671.0   2.0399E+00  -1.3851E+00
 673.0   1.9850E+00  -1.3398E+00
 675.0   1.9299E+00  -1.2942E+00
 677.0   1.8836E+00  -1.2924E+00
 679.0   1.8363E+00  -1.2881E+00
 681.0   1.7593E+00  -1.2819E+00
 683.0   1.6497E+00  -1.2663E+00
 685.0   1.5352E+00  -1.2412E+00
 687.0   1.3650E+00  -1.2275E+00
 689.0   1.1854E+00  -1.1939E+00
 691.0   1.0189E+00  -1.1758E+00
 693.0   8.7075E-01  -1.1723E+00
 695.0   7.2386E-01  -1.1594E+00
 697.0   6.1509E-01  -1.1574E+00
 699.0   5.0955E-01  -1.1517E+00
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.255
 401.0   2.7627E+00  -5.9061E-01
 403.0   2.8315E+00  -6.4484E-01
 405.0   2.9011E+00  -6.9672E-01
 407.0   2.9114E+00  -6.6171E-01
 409.0   2.9222E+00  -6.2811E-01
 411.0   2.9434E+00  -6.0890E-01
 413.0   2.9753E+00  -6.0461E-01
 415.0   3.0076E+00  -5.9874E-01
 417.0   3.0103E+00  -4.7170E-01
 419.0   3.0131E+00  -3.3905E-01
 421.0   3.0112E+00  -2.3387E-01
 423.0   3.0049E+00  -1.5794E-01
 425.0   2.9988E+00  -8.0072E-02
 427.0   3.0128E+00  -9.9702E-02
 429.0   3.0273E+00  -1.1959E-01
 431.0   3.0368E+00  -1.9630E-01
 433.0   3.0421E+00  -3.2434E-01
 435.0   3.0475E+00  -4.4941E-01
 437.0   3.0238E+00  -5.5895E-01
 439.0   3.0005E+00  -6.6249E-01
 441.0   2.9630E+00  -6.9959E-01
 443.0   2.9112E+00  -6.7255E-01
 445.0   2.8600E+00  -6.4500E-01
 447.0   2.8105E+00  -6.2073E-01
 449.0   2.7616E+00  -5.9654E-01
 451.0   2.7184E+00  -5.7042E-01
 453.0   2.6811E+00  -5.4416E-01
 455.0   2.6441E+00  -5.1765E-01
 457.0   2.6186E+00  -5.0424E-01
 459.0   2.5936E+00  -4.9198E-01
 461.0   2.5695E+00  -4.9095E-01
 463.0   2.5463E+00  -5.0055E-01
 465.0   2.5234E+00  -5.1087E-01
 467.0   2.4814E+00  -5.1095E-01
 469.0   2.4398E+00  -5.0894E-01
 471.0   2.3936E+00  -5.3050E-01
 473.0   2.3429E+00  -5.7260E-01
 475.0   2.2926E+00  -6.0777E-01
 477.0   2.2426E+00  -6.6503E-01
 479.0   2.1929E+00  -7.1441E-01
 481.0   2.1531E+00  -7.6650E-01
 483.0   2.1230E+00  -8.2181E-01
 485.0   2.0933E+00  -8.7349E-01
 487.0   2.0637E+00  -9.2574E-01
 489.0   2.0341E+00  -9.7413E-01
 491.0   1.9954E+00  -1.0147E+00
 493.0   1.9472E+00  -1.0452E+00
 495.0   1.8993E+00  -1.0685E+00
 497.0   1.8423E+00  -1.0887E+00
 499.0   1.7855E+00  -1.0998E+00
 501.0   1.7437E+00  -1.1399E+00
 503.0   1.7168E+00  -1.2084E+00
 505.0   1.6900E+00  -1.2696E+00
 507.0   1.6546E+00  -1.2912E+00
 509.0   1.6193E+00  -1.3081E+00
 511.0   1.5842E+00  -1.3084E+00
 513.0   1.5495E+00  -1.2938E+00
 515.0   1.5148E+00  -1.2777E+00
 517.0   1.4499E+00  -1.1843E+00
 519.0   1.3850E+00  -1.0893E+00
 521.0   1.3390E+00  -1.0364E+00
 523.0   1.3119E+00  -1.0263E+00
 525.0   1.2849E+00  -1.0149E+00
 527.0   1.2493E+00  -9.7979E-01
 529.0   1.2137E+00  -9.4359E-01
 531.0   1.1782E+00  -9.1165E-01
 533.0   1.1430E+00  -8.8357E-01
 535.0   1.1078E+00  -8.5400E-01
 537.0   1.0729E+00  -8.2790E-01
 539.0   1.0381E+00  -8.0010E-01
 541.0   1.0037E+00  -7.7625E-01
 543.0   9.6950E-01  -7.5578E-01
 545.0   9.3544E-01  -7.3327E-01
 547.0   9.0170E-01  -7.2736E-01
 549.0   8.6802E-01  -7.1817E-01
 551.0   8.3374E-01  -7.1122E-01
 553.0   7.9884E-01  -7.0562E-01
 555.0   7.6401E-01  -6.9617E-01
 557.0   7.2847E-01  -6.9385E-01
 559.0   6.9301E-01  -6.8696E-01
 561.0   6.6181E-01  -6.8966E-01
 563.0   6.3483E-01  -7.0185E-01
 565.0   6.0789E-01  -7.1005E-01
 567.0   5.9953E-01  -7.5619E-01
 569.0   5.9112E-01  -7.9950E-01
 571.0   5.8008E-01  -8.2138E-01
 573.0   5.6639E-01  -8.2334E-01
 575.0   5.5277E-01  -8.2468E-01
 577.0   5.7690E-01  -9.0091E-01
 579.0   6.0168E-01  -9.7658E-01
 581.0   6.0728E-01  -9.9823E-01
 583.0   5.9332E-01  -9.6624E-01
 585.0   5.7953E-01  -9.3422E-01
 587.0   5.9345E-01  -9.7676E-01
 589.0   6.0769E-01  -1.0192E+00
