"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (10/24/2023 07:40)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     1.3461E+00
    1.295     1.1871E+00
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.8202E+03     1.8335E+03
    0.000     2.2785E+03     1.8129E+03
    1.300     3.1186E+02     1.7743E+02
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.295
 401.0   2.6854E+00  -2.6292E-01
 403.0   2.7508E+00  -2.8981E-01
 405.0   2.8165E+00  -3.1485E-01
 407.0   2.8318E+00  -3.0773E-01
 409.0   2.8474E+00  -3.0091E-01
 411.0   2.8716E+00  -2.9931E-01
 413.0   2.9046E+00  -3.0303E-01
 415.0   2.9377E+00  -3.0585E-01
 417.0   2.9454E+00  -2.6307E-01
 419.0   2.9533E+00  -2.1700E-01
 421.0   2.9567E+00  -1.8061E-01
 423.0   2.9560E+00  -1.5638E-01
 425.0   2.9554E+00  -1.3265E-01
 427.0   2.9711E+00  -1.4444E-01
 429.0   2.9870E+00  -1.5543E-01
 431.0   2.9986E+00  -1.8973E-01
 433.0   3.0061E+00  -2.4348E-01
 435.0   3.0137E+00  -2.9597E-01
 437.0   2.9965E+00  -3.4331E-01
 439.0   2.9794E+00  -3.8886E-01
 441.0   2.9502E+00  -4.0803E-01
 443.0   2.9088E+00  -4.0272E-01
 445.0   2.8676E+00  -3.9616E-01
 447.0   2.8279E+00  -3.9228E-01
 449.0   2.7884E+00  -3.8647E-01
 451.0   2.7537E+00  -3.8091E-01
 453.0   2.7238E+00  -3.7525E-01
 455.0   2.6940E+00  -3.6856E-01
 457.0   2.6741E+00  -3.6738E-01
 459.0   2.6542E+00  -3.6615E-01
 461.0   2.6350E+00  -3.6896E-01
 463.0   2.6165E+00  -3.7575E-01
 465.0   2.5980E+00  -3.8197E-01
 467.0   2.5633E+00  -3.8532E-01
 469.0   2.5286E+00  -3.8769E-01
 471.0   2.4898E+00  -3.9831E-01
 473.0   2.4469E+00  -4.1700E-01
 475.0   2.4040E+00  -4.3234E-01
 477.0   2.3611E+00  -4.5563E-01
 479.0   2.3183E+00  -4.7523E-01
 481.0   2.2838E+00  -4.9569E-01
 483.0   2.2575E+00  -5.1708E-01
 485.0   2.2315E+00  -5.3696E-01
 487.0   2.2053E+00  -5.5660E-01
 489.0   2.1791E+00  -5.7498E-01
 491.0   2.1445E+00  -5.8987E-01
 493.0   2.1015E+00  -6.0059E-01
 495.0   2.0583E+00  -6.0862E-01
 497.0   2.0068E+00  -6.1468E-01
 499.0   1.9551E+00  -6.1722E-01
 501.0   1.9165E+00  -6.3042E-01
 503.0   1.8911E+00  -6.5397E-01
 505.0   1.8656E+00  -6.7481E-01
 507.0   1.8324E+00  -6.8122E-01
 509.0   1.7991E+00  -6.8597E-01
 511.0   1.7660E+00  -6.8481E-01
 513.0   1.7332E+00  -6.7841E-01
 515.0   1.7002E+00  -6.7149E-01
 517.0   1.6387E+00  -6.3559E-01
 519.0   1.5769E+00  -5.9916E-01
 521.0   1.5322E+00  -5.7838E-01
 523.0   1.5050E+00  -5.7325E-01
 525.0   1.4776E+00  -5.6766E-01
 527.0   1.4422E+00  -5.5345E-01
 529.0   1.4065E+00  -5.3887E-01
 531.0   1.3708E+00  -5.2564E-01
 533.0   1.3349E+00  -5.1361E-01
 535.0   1.2987E+00  -5.0108E-01
 537.0   1.2626E+00  -4.8963E-01
 539.0   1.2263E+00  -4.7757E-01
 541.0   1.1901E+00  -4.6676E-01
 543.0   1.1538E+00  -4.5707E-01
 545.0   1.1174E+00  -4.4664E-01
 547.0   1.0804E+00  -4.4151E-01
 549.0   1.0433E+00  -4.3524E-01
 551.0   1.0048E+00  -4.2935E-01
 553.0   9.6516E-01  -4.2358E-01
 555.0   9.2545E-01  -4.1651E-01
 557.0   8.8398E-01  -4.1138E-01
 559.0   8.4257E-01  -4.0473E-01
 561.0   8.0504E-01  -4.0152E-01
 563.0   7.7138E-01  -4.0174E-01
 565.0   7.3779E-01  -4.0065E-01
 567.0   7.2286E-01  -4.1411E-01
 569.0   7.0786E-01  -4.2670E-01
 571.0   6.9169E-01  -4.3241E-01
 573.0   6.7436E-01  -4.3170E-01
 575.0   6.5709E-01  -4.3076E-01
 577.0   6.7810E-01  -4.5894E-01
 579.0   6.9979E-01  -4.8706E-01
 581.0   7.0426E-01  -4.9596E-01
 583.0   6.9111E-01  -4.8569E-01
 585.0   6.7819E-01  -4.7541E-01
 587.0   6.9115E-01  -4.9272E-01
 589.0   7.0448E-01  -5.1002E-01
 591.0   6.9689E-01  -5.1112E-01
 593.0   6.6853E-01  -4.9598E-01
 595.0   6.4056E-01  -4.8076E-01
 597.0   6.4325E-01  -5.0319E-01
 599.0   6.4617E-01  -5.2526E-01
 601.0   6.6681E-01  -5.6187E-01
 603.0   7.0664E-01  -6.1304E-01
 605.0   7.4850E-01  -6.6388E-01
 607.0   7.2800E-01  -6.4973E-01
 609.0   7.0773E-01  -6.3558E-01
 611.0   7.0285E-01  -6.3031E-01
 613.0   7.1331E-01  -6.3381E-01
 615.0   7.2393E-01  -6.3717E-01
 617.0   7.3630E-01  -6.4296E-01
 619.0   7.4882E-01  -6.4864E-01
 621.0   7.6501E-01  -6.5950E-01
 623.0   7.8495E-01  -6.7563E-01
 625.0   8.0516E-01  -6.9170E-01
 627.0   8.2606E-01  -7.0789E-01
 629.0   8.4722E-01  -7.2401E-01
 631.0   8.6896E-01  -7.4059E-01
 633.0   8.9113E-01  -7.5760E-01
 635.0   9.1357E-01  -7.7457E-01
 637.0   9.1950E-01  -7.7978E-01
 639.0   9.2549E-01  -7.8497E-01
 641.0   9.2411E-01  -7.8413E-01
 643.0   9.1518E-01  -7.7726E-01
 645.0   9.0638E-01  -7.7038E-01
 647.0   9.4041E-01  -7.9885E-01
 649.0   9.7488E-01  -8.2728E-01
 651.0   1.0162E+00  -8.5640E-01
 653.0   1.0642E+00  -8.8600E-01
 655.0   1.1126E+00  -9.1531E-01
 657.0   1.2071E+00  -9.5473E-01
 659.0   1.3007E+00  -9.9114E-01
 661.0   1.4040E+00  -1.0284E+00
 663.0   1.5159E+00  -1.0641E+00
 665.0   1.6249E+00  -1.0910E+00
 667.0   1.6922E+00  -1.1079E+00
 669.0   1.7585E+00  -1.1200E+00
 671.0   1.7692E+00  -1.1051E+00
 673.0   1.7250E+00  -1.0675E+00
 675.0   1.6807E+00  -1.0298E+00
 677.0   1.6429E+00  -1.0376E+00
 679.0   1.6044E+00  -1.0424E+00
 681.0   1.5410E+00  -1.0502E+00
 683.0   1.4506E+00  -1.0526E+00
 685.0   1.3568E+00  -1.0444E+00
 687.0   1.2159E+00  -1.0534E+00
 689.0   1.0686E+00  -1.0405E+00
 691.0   9.3152E-01  -1.0394E+00
 693.0   8.0853E-01  -1.0491E+00
 695.0   6.8693E-01  -1.0485E+00
 697.0   5.9853E-01  -1.0563E+00
 699.0   5.1270E-01  -1.0601E+00
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005    1.295
 401.0   2.1308E+00   1.5034E+00
 403.0   2.1901E+00   1.4641E+00
 405.0   2.2498E+00   1.4297E+00
 407.0   2.2630E+00   1.4644E+00
 409.0   2.2763E+00   1.4999E+00
 411.0   2.2976E+00   1.5236E+00
 413.0   2.3271E+00   1.5361E+00
 415.0   2.3569E+00   1.5510E+00
 417.0   2.3629E+00   1.6906E+00
 419.0   2.3691E+00   1.8384E+00
 421.0   2.3713E+00   1.9542E+00
 423.0   2.3696E+00   2.0324E+00
 425.0   2.3681E+00   2.1108E+00
 427.0   2.3819E+00   2.0893E+00
 429.0   2.3959E+00   2.0686E+00
 431.0   2.4061E+00   1.9800E+00
 433.0   2.4125E+00   1.8291E+00
 435.0   2.4189E+00   1.6820E+00
 437.0   2.4024E+00   1.5378E+00
 439.0   2.3860E+00   1.3999E+00
 441.0   2.3583E+00   1.3324E+00
 443.0   2.3194E+00   1.3311E+00
 445.0   2.2808E+00   1.3322E+00
 447.0   2.2438E+00   1.3282E+00
 449.0   2.2071E+00   1.3272E+00
 451.0   2.1749E+00   1.3293E+00
 453.0   2.1474E+00   1.3343E+00
 455.0   2.1200E+00   1.3408E+00
 457.0   2.1018E+00   1.3362E+00
 459.0   2.0839E+00   1.3318E+00
 461.0   2.0668E+00   1.3143E+00
 463.0   2.0503E+00   1.2842E+00
 465.0   2.0339E+00   1.2552E+00
 467.0   2.0027E+00   1.2266E+00
 469.0   1.9715E+00   1.2003E+00
 471.0   1.9368E+00   1.1443E+00
 473.0   1.8985E+00   1.0616E+00
 475.0   1.8603E+00   9.8733E-01
 477.0   1.8224E+00   8.8674E-01
 479.0   1.7846E+00   7.9643E-01
 481.0   1.7544E+00   7.0915E-01
 483.0   1.7318E+00   6.2310E-01
 485.0   1.7093E+00   5.4233E-01
 487.0   1.6869E+00   4.6073E-01
 489.0   1.6644E+00   3.8387E-01
 491.0   1.6347E+00   3.1074E-01
 493.0   1.5977E+00   2.4375E-01
 495.0   1.5606E+00   1.8491E-01
 497.0   1.5164E+00   1.2482E-01
 499.0   1.4725E+00   7.5057E-02
 501.0   1.4404E+00   5.3284E-04
 503.0   1.4198E+00  -9.8078E-02
 505.0   1.3991E+00  -1.8794E-01
 507.0   1.3720E+00  -2.3709E-01
 509.0   1.3448E+00  -2.8082E-01
 511.0   1.3178E+00  -3.0495E-01
 513.0   1.2911E+00  -3.1158E-01
 515.0   1.2644E+00  -3.1634E-01
 517.0   1.2138E+00  -2.4944E-01
 519.0   1.1634E+00  -1.8054E-01
 521.0   1.1276E+00  -1.4882E-01
 523.0   1.1063E+00  -1.5467E-01
 525.0   1.0851E+00  -1.5903E-01
 527.0   1.0574E+00  -1.4145E-01
 529.0   1.0296E+00  -1.2263E-01
 531.0   1.0020E+00  -1.0865E-01
 533.0   9.7459E-01  -9.9067E-02
 535.0   9.4714E-01  -8.7692E-02
 537.0   9.1996E-01  -8.0210E-02
 539.0   8.9293E-01  -7.0750E-02
 541.0   8.6614E-01  -6.5557E-02
 543.0   8.3956E-01  -6.4300E-02
 545.0   8.1317E-01  -6.0566E-02
 547.0   7.8696E-01  -7.5810E-02
 549.0   7.6082E-01  -8.7198E-02
 551.0   7.3413E-01  -1.0119E-01
 553.0   7.0690E-01  -1.1679E-01
 555.0   6.7973E-01  -1.2784E-01
 557.0   6.5193E-01  -1.4714E-01
 559.0   6.2417E-01  -1.6111E-01
 561.0   5.9960E-01  -1.8300E-01
 563.0   5.7817E-01  -2.1259E-01
 565.0   5.5679E-01  -2.3750E-01
 567.0   5.4936E-01  -2.9341E-01
 569.0   5.4187E-01  -3.4597E-01
 571.0   5.3270E-01  -3.7672E-01
 573.0   5.2192E-01  -3.8738E-01
 575.0   5.1119E-01  -3.9723E-01
 577.0   5.2886E-01  -4.6827E-01
 579.0   5.4718E-01  -5.3870E-01
 581.0   5.5153E-01  -5.6171E-01
 583.0   5.4204E-01  -5.3768E-01
 585.0   5.3260E-01  -5.1358E-01
 587.0   5.4391E-01  -5.5652E-01
 589.0   5.5546E-01  -5.9925E-01
 591.0   5.5124E-01  -6.0700E-01
 593.0   5.3129E-01  -5.7965E-01
