"HYDROLIGHT Run Title:  creating a LUT for different benthic, water column , ect, Pirta P (08/05/2023 16:03)"
  150        20     "(num of wavelengths, num of sheets)"
"wavelength (nm)" "depth (m)"
"line 5: reserved for future use"
"KPAR" "KPAR (mumol phot/m^2 s)"       2       2
 " "
" " "depth" "K_PAR (from Eo)"
    0.005     3.1258E-01
   11.605     4.5835E-01
"PAR" "PAR (mumol phot/m^2 s)"       3       3
 " "
" " "depth" "PAR_Eo"  "PAR_Ed" 
" " "in air"     2.8199E+03     1.8419E+03
    0.000     2.3215E+03     1.8259E+03
   11.610     2.5142E+01     1.3952E+01
"KLu" "KLu (1/m)"     150       3
 " "
" " "wavelen"    0.005   11.605
 401.0   8.3392E-01   1.1242E+02
 403.0   8.1648E-01  -1.8190E-01
 405.0   7.9950E-01   5.1366E+01
 407.0   7.8230E-01   1.0503E+02
 409.0   7.6554E-01   9.5206E+01
 411.0   7.4940E-01   3.9624E+01
 413.0   7.3390E-01   9.1690E+01
 415.0   7.1877E-01   7.3720E+01
 417.0   7.0362E-01   8.9506E+01
 419.0   6.8883E-01   1.0817E+02
 421.0   6.7427E-01   3.1488E+01
 423.0   6.5996E-01   4.8945E-02
 425.0   6.4598E-01   8.4374E+00
 427.0   6.3247E-01   1.1373E+01
 429.0   6.1929E-01   2.3205E+01
 431.0   6.0631E-01   3.3415E+00
 433.0   5.9360E-01   4.8541E+01
 435.0   5.8115E-01   1.0460E-01
 437.0   5.6884E-01   1.0019E-01
 439.0   5.5681E-01   4.0031E+01
 441.0   5.4490E-01   9.5742E-02
 443.0   5.3311E-01   9.8448E-02
 445.0   5.2158E-01   1.0113E-01
 447.0   5.1084E-01   1.0310E-01
 449.0   5.0035E-01   1.0503E-01
 451.0   4.9007E-01   1.0814E-01
 453.0   4.8001E-01   1.1234E-01
 455.0   4.7016E-01   1.1642E-01
 457.0   4.6095E-01   1.2105E-01
 459.0   4.5210E-01   1.2553E-01
 461.0   4.4371E-01   1.2871E-01
 463.0   4.3571E-01   1.3062E-01
 465.0   4.2790E-01   1.3244E-01
 467.0   4.1998E-01   1.3114E-01
 469.0   4.1210E-01   1.2988E-01
 471.0   4.0433E-01   1.2521E-01
 473.0   3.9669E-01   1.1748E-01
 475.0   3.8922E-01   1.1033E-01
 477.0   3.8209E-01   1.0081E-01
 479.0   3.7514E-01   9.2059E-02
 481.0   3.6839E-01   8.5107E-02
 483.0   3.6183E-01   7.9700E-02
 485.0   3.5552E-01   7.4655E-02
 487.0   3.4946E-01   6.9262E-02
 489.0   3.4339E-01   6.4220E-02
 491.0   3.3759E-01   5.7790E-02
 493.0   3.3194E-01   5.0220E-02
 495.0   3.2634E-01   4.3273E-02
 497.0   3.2111E-01   3.4514E-02
 499.0   3.1597E-01   2.6551E-02
 501.0   3.1164E-01   1.8327E-02
 503.0   3.0812E-01   9.8356E-03
 505.0   3.0469E-01   1.9838E-03
 507.0   3.0199E-01  -4.7270E-03
 509.0   2.9942E-01  -1.1048E-02
 511.0   2.9696E-01  -1.5959E-02
 513.0   2.9469E-01  -1.9638E-02
 515.0   2.9249E-01  -2.3213E-02
 517.0   2.8750E-01  -2.3184E-02
 519.0   2.8245E-01  -2.3099E-02
 521.0   2.7772E-01  -2.3214E-02
 523.0   2.7335E-01  -2.3520E-02
 525.0   2.6907E-01  -2.3783E-02
 527.0   2.6520E-01  -2.4096E-02
 529.0   2.6126E-01  -2.4384E-02
 531.0   2.5750E-01  -2.5102E-02
 533.0   2.5391E-01  -2.6203E-02
 535.0   2.5029E-01  -2.7229E-02
 537.0   2.4695E-01  -2.8725E-02
 539.0   2.4369E-01  -3.0123E-02
 541.0   2.4084E-01  -3.2140E-02
 543.0   2.3831E-01  -3.4743E-02
 545.0   2.3586E-01  -3.7205E-02
 547.0   2.3421E-01  -4.1629E-02
 549.0   2.3260E-01  -4.5798E-02
 551.0   2.3054E-01  -4.9722E-02
 553.0   2.2803E-01  -5.3330E-02
 555.0   2.2558E-01  -5.6644E-02
 557.0   2.2285E-01  -6.0222E-02
 559.0   2.2017E-01  -6.3444E-02
 561.0   2.1761E-01  -6.6634E-02
 563.0   2.1521E-01  -6.9787E-02
 565.0   2.1285E-01  -7.2639E-02
 567.0   2.1223E-01  -7.6440E-02
 569.0   2.1164E-01  -8.0057E-02
 571.0   2.1161E-01  -8.3290E-02
 573.0   2.1210E-01  -8.6253E-02
 575.0   2.1267E-01  -8.9186E-02
 577.0   2.1612E-01  -9.3588E-02
 579.0   2.1962E-01  -9.8014E-02
 581.0   2.2454E-01  -1.0353E-01
 583.0   2.3089E-01  -1.1014E-01
 585.0   2.3731E-01  -1.1676E-01
 587.0   2.4642E-01  -1.2628E-01
 589.0   2.5561E-01  -1.3580E-01
 591.0   2.6593E-01  -1.4696E-01
 593.0   2.7745E-01  -1.5972E-01
 595.0   2.8903E-01  -1.7244E-01
 597.0   3.1130E-01  -1.9622E-01
 599.0   3.3366E-01  -2.1981E-01
 601.0   3.5217E-01  -2.3932E-01
 603.0   3.6681E-01  -2.5485E-01
 605.0   3.8149E-01  -2.7030E-01
 607.0   3.8266E-01  -2.7170E-01
 609.0   3.8385E-01  -2.7312E-01
 611.0   3.8461E-01  -2.7358E-01
 613.0   3.8493E-01  -2.7304E-01
 615.0   3.8528E-01  -2.7249E-01
 617.0   3.8759E-01  -2.7389E-01
 619.0   3.8993E-01  -2.7531E-01
 621.0   3.9244E-01  -2.7711E-01
 623.0   3.9511E-01  -2.7933E-01
 625.0   3.9780E-01  -2.8155E-01
 627.0   4.0068E-01  -2.8392E-01
 629.0   4.0359E-01  -2.8627E-01
 631.0   4.0683E-01  -2.8894E-01
 633.0   4.1043E-01  -2.9195E-01
 635.0   4.1404E-01  -2.9496E-01
 637.0   4.2053E-01  -3.0079E-01
 639.0   4.2704E-01  -3.0660E-01
 641.0   4.3132E-01  -3.1029E-01
 643.0   4.3337E-01  -3.1198E-01
 645.0   4.3544E-01  -3.1363E-01
 647.0   4.4169E-01  -3.1916E-01
 649.0   4.4796E-01  -3.2471E-01
 651.0   4.5780E-01  -3.3278E-01
 653.0   4.7119E-01  -3.4322E-01
 655.0   4.8454E-01  -3.5291E-01
 657.0   5.0195E-01  -3.6151E-01
 659.0   5.1951E-01  -3.7001E-01
 661.0   5.3284E-01  -3.7216E-01
 663.0   5.4199E-01  -3.6786E-01
 665.0   5.5115E-01  -3.6040E-01
 667.0   5.5584E-01  -3.5419E-01
 669.0   5.6054E-01  -3.4640E-01
 671.0   5.6410E-01  -3.4186E-01
 673.0   5.6655E-01  -3.4265E-01
 675.0   5.6902E-01  -3.4340E-01
 677.0   5.7523E-01  -3.5594E-01
 679.0   5.8145E-01  -3.6750E-01
 681.0   5.8824E-01  -3.8466E-01
 683.0   5.9561E-01  -4.0525E-01
 685.0   6.0298E-01  -4.2254E-01
 687.0   6.1379E-01  -4.4680E-01
 689.0   6.2489E-01  -4.7046E-01
 691.0   6.3929E-01  -4.9562E-01
 693.0   6.5683E-01  -5.1885E-01
 695.0   6.7439E-01  -5.3905E-01
 697.0   7.0201E-01  -5.6166E-01
 699.0   7.2950E-01  -5.7846E-01
"Ku" "Ku (1/m)"     150       3
 " "
" " "wavelen"    0.005   11.605
 401.0   6.8078E-01   1.1266E+02
 403.0   6.6389E-01   9.7847E-02
 405.0   6.4747E-01   5.1692E+01
 407.0   6.3090E-01   1.0540E+02
 409.0   6.1478E-01   9.5608E+01
 411.0   5.9929E-01   4.0066E+01
 413.0   5.8445E-01   9.2174E+01
 415.0   5.7000E-01   7.4246E+01
 417.0   5.5559E-01   9.0086E+01
 419.0   5.4157E-01   1.0881E+02
 421.0   5.2781E-01   3.2175E+01
 423.0   5.1436E-01   7.7058E-01
 425.0   5.0127E-01   9.2048E+00
 427.0   4.8870E-01   1.2169E+01
 429.0   4.7647E-01   2.4029E+01
 431.0   4.6448E-01   4.1793E+00
 433.0   4.5280E-01   4.9376E+01
 435.0   4.4140E-01   9.3884E-01
 437.0   4.3022E-01   9.2105E-01
 439.0   4.1930E-01   4.0838E+01
 441.0   4.0857E-01   8.9923E-01
 443.0   3.9801E-01   9.0479E-01
 445.0   3.8772E-01   9.1055E-01
 447.0   3.7820E-01   9.1367E-01
 449.0   3.6894E-01   9.1692E-01
 451.0   3.5991E-01   9.2417E-01
 453.0   3.5112E-01   9.3542E-01
 455.0   3.4256E-01   9.4627E-01
 457.0   3.3464E-01   9.5928E-01
 459.0   3.2705E-01   9.7180E-01
 461.0   3.1993E-01   9.7984E-01
 463.0   3.1321E-01   9.8354E-01
 465.0   3.0667E-01   9.8692E-01
 467.0   3.0005E-01   9.7891E-01
 469.0   2.9346E-01   9.7081E-01
 471.0   2.8696E-01   9.5083E-01
 473.0   2.8064E-01   9.1881E-01
 475.0   2.7446E-01   8.8891E-01
 477.0   2.6860E-01   8.5023E-01
 479.0   2.6289E-01   8.1398E-01
 481.0   2.5740E-01   7.8433E-01
 483.0   2.5208E-01   7.6032E-01
 485.0   2.4702E-01   7.3752E-01
 487.0   2.4213E-01   7.1341E-01
 489.0   2.3723E-01   6.9055E-01
 491.0   2.3257E-01   6.6234E-01
 493.0   2.2807E-01   6.2955E-01
 495.0   2.2360E-01   5.9907E-01
 497.0   2.1943E-01   5.6162E-01
 499.0   2.1539E-01   5.2702E-01
 501.0   2.1198E-01   4.9181E-01
 503.0   2.0922E-01   4.5629E-01
 505.0   2.0651E-01   4.2310E-01
 507.0   2.0440E-01   3.9491E-01
 509.0   2.0238E-01   3.6825E-01
 511.0   2.0043E-01   3.4715E-01
 513.0   1.9869E-01   3.3098E-01
 515.0   1.9696E-01   3.1521E-01
 517.0   1.9312E-01   3.1025E-01
 519.0   1.8922E-01   3.0562E-01
 521.0   1.8556E-01   3.0042E-01
 523.0   1.8222E-01   2.9484E-01
 525.0   1.7894E-01   2.8933E-01
 527.0   1.7602E-01   2.8407E-01
 529.0   1.7302E-01   2.7892E-01
 531.0   1.7018E-01   2.7204E-01
 533.0   1.6748E-01   2.6377E-01
 535.0   1.6477E-01   2.5581E-01
 537.0   1.6227E-01   2.4614E-01
 539.0   1.5983E-01   2.3690E-01
 541.0   1.5773E-01   2.2558E-01
 543.0   1.5583E-01   2.1225E-01
 545.0   1.5402E-01   1.9955E-01
 547.0   1.5280E-01   1.7976E-01
 549.0   1.5163E-01   1.6103E-01
 551.0   1.5010E-01   1.4254E-01
 553.0   1.4828E-01   1.2469E-01
 555.0   1.4651E-01   1.0801E-01
 557.0   1.4457E-01   8.9720E-02
 559.0   1.4264E-01   7.2900E-02
 561.0   1.4081E-01   5.6347E-02
 563.0   1.3914E-01   4.0115E-02
 565.0   1.3746E-01   2.5129E-02
 567.0   1.3703E-01   8.9087E-03
 569.0   1.3661E-01  -6.5417E-03
 571.0   1.3658E-01  -1.9488E-02
 573.0   1.3691E-01  -3.0420E-02
 575.0   1.3731E-01  -4.1153E-02
 577.0   1.3977E-01  -5.3361E-02
 579.0   1.4227E-01  -6.5578E-02
 581.0   1.4578E-01  -7.9990E-02
 583.0   1.5046E-01  -9.6634E-02
 585.0   1.5522E-01  -1.1320E-01
 587.0   1.6208E-01  -1.3735E-01
 589.0   1.6914E-01  -1.6131E-01
 591.0   1.7718E-01  -1.8991E-01
 593.0   1.8629E-01  -2.2290E-01
 595.0   1.9558E-01  -2.5541E-01
 597.0   2.1377E-01  -3.1513E-01
 599.0   2.3245E-01  -3.7330E-01
 601.0   2.4822E-01  -4.2088E-01
