0,1,2,3,4
0.0752771,0.20184664,0.52071154,4.0354376,0.93895245
0.088938214,0.33108494,3.6320252,6.9577975,0.8285568
0.049881715,0.33205336,4.1041102,5.772117,0.8749246
0.13752362,0.2698138,4.540258,4.702361,1.006061
0.10169455,0.28171533,3.3326793,6.703585,0.940267
0.028376022,0.40435994,2.781269,8.657222,0.85811406
0.06756746,0.27854255,1.7851557,6.3091702,0.95420855
0.09445074,0.15701528,4.0459013,3.91449,0.75712764
0.16354771,0.2261564,5.3826413,6.3217096,0.88840854
0.02546426,0.23506156,1.1748786,8.543514,1.1224104
0.119759694,0.23082,3.0016477,6.9508934,0.9063638
0.061826874,0.40446687,3.7263668,11.9009075,0.9249431
0.08249287,0.23204465,0.9615938,5.137082,0.89093775
0.056007903,0.32014975,5.8653455,4.3126526,0.90093267
0.023811549,0.36834523,4.487039,6.078815,1.1099527
0.06162316,0.3930077,5.464026,5.683219,0.84147143
0.096819945,0.2330921,3.4666767,9.501619,0.6905884
0.0022196188,0.45219472,6.1802764,6.884916,1.025887
0.031093288,0.27812332,2.461767,9.103854,0.9866835
0.002563218,0.3700799,1.1611488,11.045432,1.1179096
0.055292185,0.23926292,2.0200784,7.5348277,0.8872124
0.06335745,0.35703114,3.162748,4.5321684,0.94160426
0.14614367,0.2427494,4.249968,9.427575,0.7450714
0.006984897,0.467177,7.128439,5.6309805,0.89851713
0.027487826,0.33500424,2.6707838,4.3601418,0.8555075
0.083606705,0.32760277,2.7721965,5.3286257,1.0061418
0.07415608,0.19560978,0.03321879,4.2011614,0.92135274
0.07899994,0.13850139,3.5642302,6.541282,0.88574094
0.09908525,0.1453902,1.6757076,6.8125415,0.9739052
0.038963083,0.33522162,1.8979092,3.1250966,0.8567385
0.02362549,0.3075172,0.7423959,5.8463635,0.9978444
0.08689952,0.34374616,4.019191,2.2244177,0.9929908
0.04518463,0.20010185,4.3008513,6.7939434,0.8219878
0.07885744,0.33609164,4.3968153,5.286999,0.9052512
0.1443829,0.21971092,3.6503131,4.745797,0.7172658
0.023244834,0.39282247,2.896375,6.187511,1.0942034
0.041366436,0.34494898,5.3467765,4.5043144,0.82282287
0.11849588,0.22759743,1.8102238,7.052816,1.0167361
0.08531035,0.23816413,3.1329541,7.8429303,0.8546162
0.018315226,0.30535284,3.6878676,5.4051266,0.92142326
0.045541715,0.18971562,3.320422,3.1947808,0.8721762
0.1344388,0.23024894,1.9907079,6.3897433,1.1262145
0.100688875,0.30571297,5.111974,7.6148205,0.9980342
0.029202232,0.22071798,2.6166162,7.0603385,1.0598637
0.05040119,0.34375226,3.628546,7.7385416,0.73954237
0.073223166,0.3600627,4.6039157,4.800497,0.9100007
0.083812945,0.4069581,5.124697,8.537575,0.88175184
0.0818177,0.2458815,3.2886963,6.268839,0.7529235
0.030378055,0.34989145,3.099022,5.808967,0.7638028
0.10768347,0.28931442,5.663107,3.5768347,0.9210616
0.016782321,0.34704503,1.4761112,3.7315614,0.85851896
0.07243256,0.3238818,3.9186256,7.1173778,0.78470653
0.057625692,0.24772125,4.732201,4.376471,0.94355804
0.086530015,0.3279916,5.1304526,5.6928,0.72460955
0.031148097,0.3995125,4.1466846,6.534905,0.8693442
0.032751817,0.31715453,1.3878605,9.835583,1.0816538
0.055568464,0.38951406,2.5370448,6.414482,0.92554456
0.10586469,0.35001186,4.742736,5.2224817,0.9626299
0.046609085,0.2865657,3.0554876,8.437414,0.9456379
0.05909826,0.23188625,2.875221,4.7576127,0.97967815
0.09598597,0.4826425,7.0889115,6.7807446,0.87784433
0.1053037,0.31283715,4.218496,5.5980945,0.7878811
0.029572703,0.22437553,0.97833,7.099752,0.97075397
0.007274075,0.5049584,5.070872,9.475346,0.86264575
0.13246714,0.2759352,4.608643,6.747726,0.6942562
0.0649992,0.4277507,5.1609597,4.5668135,0.7720803
0.013020386,0.284481,1.9259768,4.8923373,0.93902504
0.11331697,0.21833056,2.1613877,4.98354,0.87926716
0.03179106,0.29771733,2.1425505,9.831508,0.95882785
0.029799214,0.36783573,3.9737163,6.5670753,1.1015662
0.089213036,0.17843413,1.4609535,7.342238,1.0749513
0.010839085,0.37615335,2.3819296,8.097981,0.86795694
0.065932505,0.30353937,6.089,8.272869,0.81893176
0.05939549,0.1934716,0.9409019,5.3997,1.152041
0.12060336,0.25232512,6.138596,2.3629327,0.8896998
0.051646855,0.18211626,1.0130663,7.212811,0.92827517
0.08245407,0.19274591,3.3509543,9.483896,1.0724357
0.043409694,0.2862751,5.7769012,5.810095,0.9163847
0.08961115,0.22027275,3.310129,7.346865,0.9138404
0.0048368694,0.31192645,2.718081,6.8153872,1.0691146
0.07631954,0.28480947,4.147501,6.632002,0.9485473
0.10186664,0.34407425,5.970333,0.9026133,0.90690565
0.023309635,0.2762394,2.4534788,7.3107476,0.9588101
0.06128344,0.2046512,1.6318356,6.669397,0.9815607
0.042703677,0.3566025,3.0624652,5.752488,0.98913944
0.044274513,0.35213178,5.0685725,6.428683,0.98425156
0.02888851,0.27860153,0.8408166,5.2664776,0.8828178
0.030561399,0.27970526,1.3455939,7.7047715,1.028863
0.07005773,0.3479588,4.7468615,9.235518,0.95030785
0.05585279,0.29947978,4.622228,6.714606,0.93354326
0.0036820974,0.3951949,2.587776,6.35251,0.980877
0.06305246,0.38398224,6.2325983,4.814176,0.912147
0.058662117,0.28575307,3.132232,3.0902042,1.102974
0.033454828,0.24959812,3.2275584,8.780589,1.0058883
0.06446886,0.34182888,4.791898,3.9531305,0.8751966
0.036936607,0.20127049,1.4307039,5.055634,0.8262468
0.049253013,0.2961863,0.78940743,6.550204,0.946066
0.11910082,0.3113881,4.144663,4.613858,0.8300372
0.047970094,0.39003104,3.126714,11.059585,0.89790404
0.03190999,0.29103428,3.9608927,7.1369905,0.8086279
0.10548171,0.35421357,5.666127,3.9611073,1.0197887
0.038650624,0.19224904,4.8506255,6.667266,0.8244177
0.03826211,0.38127986,4.0498185,3.6949432,0.8042401
0.03543765,0.30901027,3.6744504,4.953537,0.84340054
0.07233051,0.27655762,2.025731,6.9070706,0.8374323
0.036858708,0.32693052,4.088764,5.57737,1.0763645
0.1302284,0.42761987,5.4028697,6.237243,0.8536167
0.15242052,0.22819659,2.9262743,5.9313784,0.8718186
0.026771234,0.3557143,4.4770236,5.296808,0.9602939
0.13127705,0.27549672,4.142978,4.476841,0.88435984
0.0900892,0.27346507,4.660352,5.0127664,0.9616749
0.054987002,0.31400046,3.512935,5.7798486,0.926355
0.047479723,0.09620114,3.4081645,9.029434,1.0712074
0.03352079,0.4221294,5.5550776,7.854899,0.87591386
0.055831447,0.2559144,5.438879,1.1268412,0.83323294
0.035769515,0.34059593,2.640031,5.7743635,1.1232406
0.03450454,0.32361847,3.535867,6.82237,0.9650153
0.038155887,0.34883893,5.4860153,5.219302,0.87626183
0.08479417,0.29224324,5.170795,5.054604,0.9046552
0.06766912,0.26908392,3.5032082,5.405985,0.9939389
0.065533705,0.28854364,3.7393506,5.3746824,0.9684172
0.040510636,0.32349902,3.6274638,3.6281226,0.9910795
0.0007450143,0.34679052,2.24127,9.135933,1.0980746
0.062822364,0.50971097,5.4358535,7.2631307,0.7193751
0.059062462,0.3659942,4.6977572,3.610721,0.9312298
0.046197873,0.21714294,0.30176207,6.7274475,0.9743135
0.03627395,0.3298356,4.821298,8.634429,0.9043223
0.05179993,0.3685101,4.4976797,5.818895,0.9050546
0.100200154,0.2398549,2.5588324,7.2343397,1.0273188
