0,1,2,3,4
0.0021884795,0.31189978,6.9061584,7.2429876,0.8505271
0.01500418,0.12958367,4.2085104,2.69261,0.906124
0.02936472,0.1930842,5.030492,8.434957,0.77846915
0.032613292,0.29878232,5.3905497,4.4973636,0.9205574
0.018743997,0.15629883,4.0136223,4.165314,0.810072
0.001797347,0.23205823,6.0067286,5.0067916,1.05563
0.002512677,0.2898598,6.4499865,4.3987613,0.89677984
0.002032977,0.13807915,5.8362927,6.3937693,1.0736517
0.00021069935,0.30159277,6.614045,7.8655686,1.003168
0.0005599248,0.29150784,4.919958,5.3771877,0.86965656
0.005746699,0.31195462,4.670599,4.7167583,0.8241101
0.016142365,0.13433358,4.936503,5.91899,0.8811243
0.010472108,0.19069856,5.8665934,7.637411,0.86122084
0.0034258047,0.19099241,6.622501,7.1832633,1.0001187
0.009632705,0.21303184,4.8978467,4.7443504,0.926155
0.006828813,0.24644361,6.775965,6.6393647,0.7742314
0.008422154,0.22287802,2.7257078,4.99752,1.0452124
0.002193427,0.3640937,3.2759564,6.2037377,0.9105419
0.0050977217,0.21206409,6.0927672,6.1336193,0.6208747
0.016187375,0.08998999,6.1759033,7.744198,0.8921071
0.027202917,0.20048602,3.6377053,7.109053,1.0701299
0.03841994,0.2295449,7.8468647,5.6623583,0.9159168
0.032969404,0.06573947,3.3283465,4.554485,0.9811462
0.00460706,0.231319,5.136516,7.579924,1.0324745
0.0020834208,0.229331,5.3029904,6.3558135,0.84527755
0.0059130657,0.21062155,2.1444888,4.122106,0.97749555
0.0024938576,0.27261716,7.466542,6.298977,0.889134
0.008837247,0.20223907,4.44418,4.4498105,0.92203707
0.0024804708,0.17331919,4.600347,3.6133363,0.9493899
0.010082624,0.2507751,5.7191353,4.5179768,0.82269824
0.01232407,0.17608495,8.958564,8.481516,0.8845181
0.006352896,0.16169609,4.9265676,3.510087,0.9604055
0.022817422,0.13319652,4.819264,7.413522,0.8773278
0.0015217499,0.15771906,6.7545085,8.358158,1.0026555
0.0073633217,0.17619659,3.7395577,4.4743404,0.9756836
