0,1,2,3,4
0.30524313,0.30957732,5.704117,5.9978037,1.2877164
0.3734106,0.26523188,6.7937813,6.589761,1.2993069
0.23842242,0.267799,2.066091,4.580196,1.2418001
0.46312273,0.16738813,10.983021,3.198492,1.2241113
0.38862595,0.0974244,13.819008,8.417467,6.7706685
0.20600586,0.37101364,1.0080854,2.000036,1.1816428
0.4896441,0.10281946,10.710324,5.1865234,1.1836917
0.5684044,0.15528384,12.657786,3.1978157,1.0305393
0.41449884,0.22490226,6.4332666,6.10847,1.2454897
0.22396342,0.19364014,0.7773948,6.7335362,1.1314538
0.40789577,0.24479555,9.858243,8.446407,1.1806364
0.22978395,0.27010104,1.4502683,6.3389263,1.321732
0.52986944,0.051143184,16.367592,7.928444,6.4262943
0.35007077,0.22449768,4.9254956,5.2405105,1.1330369
0.8500937,0.025530674,18.408932,5.365869,0.9944938
0.26152495,0.26830655,3.9277368,7.2501464,0.92133355
0.40616617,0.06517777,12.611702,5.458061,14.379141
0.45150194,0.17766745,6.704464,6.159673,0.96552426
0.58396184,0.00990443,16.738955,5.6946964,13.814391
0.39521068,0.0005291377,13.352382,7.127397,6.593608
0.47999278,0.15298237,10.421331,3.8557436,1.271247
0.42093322,0.20776041,5.6708064,3.7106483,1.1641802
0.37135243,0.32053778,6.401077,7.479706,1.1751095
0.29413787,0.13647677,5.858605,6.163158,1.0631279
0.2804328,0.2867063,4.8996673,5.2914586,1.2315633
0.47844294,0.052733526,15.369683,10.109945,6.551879
0.45812237,0.037958935,14.847823,7.788263,10.515091
0.5852224,0.010796033,16.93809,7.744967,13.445963
0.1673566,0.44710818,2.8630984,3.6014118,1.3488896
0.5848027,0.026333783,16.884163,2.3434703,11.32603
0.4412037,0.075303495,8.807795,8.161627,1.0300686
0.46215042,0.20103201,7.904737,3.2493246,1.127488
0.2576311,0.25985885,4.9479218,4.606447,1.2597108
0.54161453,0.052349657,12.307018,7.6867557,1.08181
0.42056116,0.32146674,5.881839,6.710867,1.079711
0.6250993,0.0691962,12.779577,3.483613,1.2170402
0.5571804,0.084684126,10.927037,7.330092,1.0399443
0.32818916,0.27470568,4.319991,6.9315753,1.1315578
0.66793394,0.08974441,13.031199,3.2429094,1.0726508
0.31236947,0.22979438,5.0737915,5.7538996,1.1109077
0.1214739,0.35527438,1.7031051,7.918394,1.4002755
0.26197535,0.25609618,5.166712,8.795456,1.1135732
0.2332339,0.35311154,4.750147,3.7924633,1.2076207
0.25332505,0.41223615,1.9994016,5.573107,1.1617626
0.67716795,0.12981628,13.983146,6.433619,1.1185213
0.53161603,0.04390888,13.071046,6.072081,1.0406369
0.32751706,0.27634135,5.303117,5.269971,1.153846
0.35171917,0.25198588,6.581461,6.95589,1.1272202
0.38213515,0.24147438,8.933082,6.4656076,1.0201517
0.23884964,0.32566577,3.391429,4.615128,1.2480888
0.46320507,0.22590727,10.463779,8.781377,1.123677
0.39567834,0.1168877,4.903705,6.4653287,1.2640574
0.38522568,0.12620921,7.2719693,4.0927315,1.2704339
0.4759313,0.221753,9.4939785,6.3384166,1.3025835
0.489722,0.071531884,12.260224,10.974002,1.1485205
0.22218606,0.31254882,3.9673705,5.1402802,1.2590737
0.5698299,0.022358298,15.185663,8.157026,7.351836
0.37258455,0.16136011,6.410691,5.7212567,1.2671648
0.40706757,0.24580935,7.939828,6.606746,1.1051408
0.29850298,0.23806566,6.4524913,8.452394,1.1697578
0.5370542,0.18416984,10.445959,6.4226766,1.1450905
0.32153547,0.3199481,5.8867464,5.2149544,1.4500843
0.46674427,0.083989814,9.068477,6.0942297,1.0587497
0.36308175,0.07269461,6.7885513,5.5779357,0.95323646
0.22721626,0.21856335,2.2479813,5.139242,1.3283038
0.19948223,0.29375374,2.9991064,4.3933783,1.1051594
0.2064392,0.373128,4.0337925,5.684931,1.3543817
0.43090013,0.03887728,13.886481,11.133071,3.9252534
0.44925418,0.10022759,7.3546753,5.0891776,1.0538913
0.45938367,0.09134572,9.803336,8.383285,1.249472
0.40239894,0.2682474,9.945537,6.023109,1.0267303
0.31262526,0.22599296,2.85735,3.8529634,1.0315347
0.120482974,0.3222156,0.3764821,4.7105756,1.2072185
0.37954152,0.1633157,8.792784,6.7770863,1.1051518
0.14133795,0.37805074,1.0490855,8.263347,1.171178
0.43020996,0.1718922,9.1775055,9.731182,1.1864991
0.28955436,0.28109366,5.37703,7.086711,1.2604294
0.42984143,0.2278381,7.4777875,3.4612367,1.2450622
0.25017327,0.24968177,4.3985176,6.396785,1.2334774
0.5361298,0.22511059,11.238572,5.942614,1.1724323
0.47990793,0.2177974,9.816249,6.0520773,1.1283511
0.64794725,0.001461238,17.001713,5.1424217,3.9460895
0.5196931,0.23661257,11.591567,5.2888823,1.1056533
0.39143002,0.20579526,8.07264,7.0847273,1.1803467
0.49194112,0.20936072,10.052949,5.951232,1.2496713
0.41001305,0.10353063,6.3638835,6.2921443,1.2080482
